"","App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","countpos","countneut","counteg"
"8282","FC Barcelona Fantasy Manager: Real football mobile","SPORTS",4.4,15221,30,"1,000,000+","Free",0,"Everyone","Sports","October 2, 2017","7.30.005","4.0.3 and up",NA,NA,NA
"8283","Classic FC 64 IN 1","FAMILY",4.2,1749,6.2,"100,000+","Free",0,"Everyone","Casual","December 29, 2017","1.0.0","2.3 and up",NA,NA,NA
"8284","FC Barcelona Official Keyboard","SPORTS",4.7,5229,20,"500,000+","Free",0,"Everyone","Sports","May 17, 2018","2.1.0.0.15734","4.1 and up",NA,NA,NA
"8285","Barcelona Live 2018—Goals & News for Barca FC Fans","SPORTS",4.6,342,38,"10,000+","Free",0,"Everyone","Sports","August 6, 2018","2.22.0","4.2 and up",NA,NA,NA
"8286","Barcelona News - Sportfusion","SPORTS",4.4,382,20,"10,000+","Free",0,"Everyone","Sports","March 6, 2018","3.953","4.1 and up",NA,NA,NA
"8287","Barcelona Calendar","SPORTS",4.4,670,3.1,"10,000+","Free",0,"Everyone","Sports","November 17, 2017","2.2","4.0.3 and up",NA,NA,NA
"8288","Barca News - FC Barcelona, World Foot & Transfers","SPORTS",4.8,160,6.4,"10,000+","Free",0,"Everyone","Sports","August 4, 2018","4.0","4.1 and up",NA,NA,NA
"8289","FC Bayern Munich","SPORTS",4.6,37140,71,"1,000,000+","Free",0,"Everyone","Sports","August 1, 2018","1.3.11","4.1 and up",NA,NA,NA
"8290","FC BARCELONA EVENTS","SPORTS",4.3,6,11,"100+","Free",0,"Everyone","Sports","April 22, 2018","v2.7.11.16","4.1 and up",NA,NA,NA
"8291","Cambridge English FC","FAMILY",4.4,761,11,"50,000+","Free",0,"Everyone","Education","October 6, 2016","2.1.0","4.0 and up",NA,NA,NA
"8292","Barcelona Live - Goal Score & News for Barca Fans","SPORTS",4.4,38,2.6,"10,000+","Free",0,"Everyone","Sports","August 17, 2017","1.0","4.0 and up",NA,NA,NA
"8293","Seattle Sounders FC","SPORTS",3.3,974,33,"10,000+","Free",0,"Everyone","Sports","August 1, 2018","2018.0.12","4.1 and up",NA,NA,NA
"8294","FCB Connect - FC Barcelona","SOCIAL",4.5,795,21,"50,000+","Free",0,"Teen","Social","June 7, 2018","2.1.5","4.1 and up",NA,NA,NA
"8295","1. FC Köln App","SPORTS",4.6,2019,41,"100,000+","Free",0,"Everyone","Sports","July 20, 2018","1.13.0","4.4 and up",NA,NA,NA
"8296","File Commander - File Manager/Explorer","BUSINESS",4.3,758590,12,"100,000,000+","Free",0,"Everyone","Business","August 2, 2018","Varies with device","4.1 and up",NA,NA,NA
"8297","FC Porto","SPORTS",4.9,15883,21,"100,000+","Free",0,"Everyone","Sports","June 19, 2018","2.6.0","4.0.3 and up",NA,NA,NA
"8298","Fulham FC","SPORTS",4.3,401,2.8,"10,000+","Free",0,"Everyone","Sports","August 9, 2017","5.0","2.3 and up",NA,NA,NA
"8299","Barcelona FC Noticias Live","NEWS_AND_MAGAZINES",4.3,2,3.6,"500+","Free",0,"Everyone","News & Magazines","February 4, 2018","2.0","4.0.3 and up",NA,NA,NA
"8300","Chelsea FC Official Keyboard","PRODUCTIVITY",4.5,91397,14,"1,000,000+","Free",0,"Everyone","Productivity","July 3, 2018","3.4.4","5.0 and up",NA,NA,NA
"8301","Burnley FC","SPORTS",4.9,195,29,"5,000+","Free",0,"Everyone","Sports","August 1, 2018","2018.8.1","4.4 and up",NA,NA,NA
"8302","Atlanta United FC","SPORTS",3.7,215,76,"10,000+","Free",0,"Everyone","Sports","June 28, 2018","2.10.5-prod-release","4.4 and up",NA,NA,NA
"8303","Barcelona Wallpaper HD","PERSONALIZATION",4.5,93,5.7,"10,000+","Free",0,"Everyone","Personalization","February 28, 2018","1.10","4.1 and up",NA,NA,NA
"8304","Sydney FC Official App","SPORTS",4.6,57,17,"5,000+","Free",0,"Everyone","Sports","June 26, 2018","3.0.0","4.1 and up",NA,NA,NA
"8305","Birmingham City FC","SPORTS",4.5,191,28,"10,000+","Free",0,"Everyone","Sports","August 1, 2018","2018.8.1","4.4 and up",NA,NA,NA
"8306","FC Browser - Focus Privacy Browser","COMMUNICATION",4.1,26,4.6,"1,000+","Free",0,"Everyone","Communication","November 24, 2017","1.0","5.0 and up",NA,NA,NA
"8307","FC Parking","MAPS_AND_NAVIGATION",4.3,0,19,"500+","Free",0,"Everyone","Maps & Navigation","December 1, 2017","1.0.0","4.1 and up",NA,NA,NA
"8308","Noticias FC Barcelona","NEWS_AND_MAGAZINES",5,4,3.1,"100+","Free",0,"Everyone","News & Magazines","June 15, 2018","1.3","4.4 and up",NA,NA,NA
"8309","Toronto FC","SPORTS",3.4,144,79,"10,000+","Free",0,"Teen","Sports","May 11, 2018","4.2.5","4.3 and up",NA,NA,NA
"8310","Middlesbrough FC Official","SPORTS",4.5,152,36,"10,000+","Free",0,"Everyone","Sports","May 29, 2018","2018.5.25","4.4 and up",NA,NA,NA
"8311","The 5th Stand","SPORTS",4.8,1697,17,"100,000+","Free",0,"Everyone","Sports","July 31, 2018","1.2.677","4.4 and up",NA,NA,NA
"8312","Galaxian(FC)","GAME",4.5,2,7.8,"100+","Paid",1.99,"Everyone","Arcade","November 13, 2015","1.0","2.3 and up",NA,NA,NA
"8313","FC Red Bull Salzburg App","SPORTS",4.5,1526,89,"50,000+","Free",0,"Everyone","Sports","August 7, 2018","4.0.4-R","5.0 and up",NA,NA,NA
"8314","FC Zenit official Android app","SPORTS",4.5,5675,49,"100,000+","Free",0,"Everyone","Sports","April 18, 2018","3.0.10","4.1 and up",NA,NA,NA
"8315","Fan App for Portsmouth FC","SPORTS",4.5,53,12,"1,000+","Free",0,"Teen","Sports","August 6, 2016","060816","4.2 and up",NA,NA,NA
"8316","Latest Barcelona News 24h","NEWS_AND_MAGAZINES",4.5,104,3,"10,000+","Free",0,"Everyone","News & Magazines","January 6, 2018","1.3","4.0 and up",NA,NA,NA
"8317","Mobile FC","SPORTS",4.1,5015,57,"100,000+","Free",0,"Everyone","Sports","May 25, 2018","125","4.0.3 and up",NA,NA,NA
"8318","FirstCry Baby & Kids Shopping, Fashion & Parenting","SHOPPING",4.1,41074,16,"5,000,000+","Free",0,"Everyone","Shopping","June 27, 2018","68","4.1 and up",NA,NA,NA
"8319","Fan App for Reading FC","SPORTS",3.6,9,13,"500+","Free",0,"Teen","Sports","August 6, 2016","060816","4.2 and up",NA,NA,NA
"8320","Deportivo Toluca FC","SPORTS",4.7,2317,5.9,"50,000+","Free",0,"Everyone","Sports","July 26, 2018","2.0.20","5.0 and up",NA,NA,NA
"8321","Underdog FC","SPORTS",4.6,216,40,"10,000+","Free",0,"Everyone","Sports","August 2, 2018","23.17","4.1 and up",NA,NA,NA
"8322","Las Vegas Lights FC","SPORTS",4.9,10,14,"500+","Free",0,"Everyone","Sports","March 9, 2018","2.0.833.18","4.0.3 and up",NA,NA,NA
"8323","Bank FD Interest Calculator","FINANCE",4.5,166,3.5,"10,000+","Free",0,"Everyone","Finance","January 7, 2018","2.5","4.0.3 and up",NA,NA,NA
"8324","FD VR Video Player - (Stored)","FAMILY",3.9,751,17,"100,000+","Free",0,"Everyone","Entertainment","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8325","FD Mobile","FAMILY",3.9,53,7.9,"5,000+","Free",0,"Everyone","Entertainment","September 20, 2017","2.1.2","4.0.3 and up",NA,NA,NA
"8326","Formula DRIFT","SPORTS",4.6,169,19,"10,000+","Free",0,"Everyone","Sports","July 27, 2018","2.0.855.33","4.0.3 and up",NA,NA,NA
"8327","FD VR - Virtual 3D Web Browser","FAMILY",3.8,729,30,"100,000+","Free",0,"Everyone","Entertainment","March 9, 2018","4.6.12c","4.4 and up",NA,NA,NA
"8328","FD Community FCU Mobile","FINANCE",4.7,175,12,"1,000+","Free",0,"Everyone","Finance","June 12, 2018","5.9.1.0","5.0 and up",NA,NA,NA
"8329","Female Daily","BEAUTY",3.9,4354,42,"100,000+","Free",0,"Teen","Beauty","August 6, 2018","2.5.1","4.0.3 and up",NA,NA,NA
"8330","FD VR - Virtual App Launcher","LIBRARIES_AND_DEMO",4.1,1463,7.4,"100,000+","Free",0,"Everyone","Libraries & Demo","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8331","FD VR Player - for 360 Youtube","FAMILY",3.9,100,9.1,"10,000+","Free",0,"Everyone","Entertainment","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8332","FD VR Store -VR Games and Apps","FAMILY",4,105,7.5,"10,000+","Free",0,"Everyone","Simulation","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8333","Policy And FD Manager","FINANCE",4.3,20,4.8,"500+","Free",0,"Everyone","Finance","June 9, 2018","14","4.4 and up",NA,NA,NA
"8334","FD VR - Virtual Reality Camera","FAMILY",4,1007,7.4,"100,000+","Free",0,"Everyone","Entertainment","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8335","Sports Lite","SPORTS",4.4,16,4.9,"1,000+","Free",0,"Everyone","Sports","July 31, 2018","1.0","4.0.3 and up",NA,NA,NA
"8336","FD VR Theater - for Youtube VR","FAMILY",4.1,4585,9.1,"1,000,000+","Free",0,"Everyone","Entertainment","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8337","Story Time FD","FAMILY",5,2,4.2,"10+","Free",0,"Everyone 10+","Simulation","March 25, 2016","1.1","1.6 and up",NA,NA,NA
"8338","FD Calculator | Term Deposit | Fixed Deposit","FINANCE",4.8,12,2.7,"1,000+","Free",0,"Everyone","Finance","June 13, 2018","2.1","5.0 and up",NA,NA,NA
"8339","FD CANNECT","TOOLS",4.3,1,75,"1+","Free",0,"Everyone","Tools","July 31, 2018","3","8.0 and up",NA,NA,NA
"8340","Financial Calculator India","FINANCE",4.6,13819,3.9,"1,000,000+","Free",0,"Everyone","Finance","July 4, 2018","3.3","4.0 and up",NA,NA,NA
"8341","FD Calculator (EMI, SIP, RD & Loan Eligilibility)","FINANCE",5,104,2.3,"1,000+","Free",0,"Everyone","Finance","August 7, 2018","2.1.0","4.1 and up",NA,NA,NA
"8342","FD VR Cardboard Featured 360 Videos","FAMILY",4.2,76,35,"10,000+","Free",0,"Everyone","Entertainment","December 19, 2017","4.5.1c","4.4 and up",NA,NA,NA
"8343","EMI, FD, RD - Bank Calculator","FINANCE",4.7,42,3.5,"5,000+","Free",0,"Everyone","Finance","April 2, 2017","2.3","4.1 and up",NA,NA,NA
"8344","FD VR Player - for Youtube 3D","FAMILY",4,2378,9.1,"500,000+","Free",0,"Everyone","Entertainment","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8345","RD/FD Calculator","FINANCE",4.4,92,1.5,"10,000+","Free",0,"Everyone","Finance","January 31, 2017","1.2.1","4.0.3 and up",NA,NA,NA
"8346","FD VR Music Videos - MTV Pop and Rap in 360","FAMILY",4.9,15,26,"1,000+","Free",0,"Everyone","Entertainment","December 19, 2017","4.5.3c","4.4 and up",NA,NA,NA
"8347","FD VR - Virtual Photo Gallery","FAMILY",3.5,179,7.4,"10,000+","Free",0,"Everyone","Entertainment","November 30, 2016","3.6.1","4.4 and up",NA,NA,NA
"8348","Fix Deposit Calculator (FD)","FINANCE",4.1,7,2.1,"1,000+","Free",0,"Everyone","Finance","February 6, 2018","1.0","4.0.3 and up",NA,NA,NA
"8349","FD Interest Calculator","FINANCE",4.2,17,4.7,"5,000+","Free",0,"Everyone","Finance","January 18, 2015","2.7","3.0 and up",NA,NA,NA
"8350","Deposit Calculator FD & RD","FINANCE",4.4,18,3.4,"10,000+","Free",0,"Everyone","Finance","January 21, 2017","1.1","3.0 and up",NA,NA,NA
"8351","FD Fotografia","PHOTOGRAPHY",4.3,2,4.2,"100+","Free",0,"Everyone","Photography","January 17, 2018","0.0.9","4.1 and up",NA,NA,NA
"8352","Banking Calculator","FINANCE",4.5,3704,4.6,"100,000+","Free",0,"Everyone","Finance","March 20, 2018","34","2.3 and up",NA,NA,NA
"8353","FD e-paper","NEWS_AND_MAGAZINES",3.1,183,7.1,"10,000+","Free",0,"Everyone","News & Magazines","July 4, 2018","2.2.9","4.1 and up",NA,NA,NA
"8354","FD Fitness","HEALTH_AND_FITNESS",4.3,3,21,"50+","Free",0,"Everyone","Health & Fitness","July 4, 2018","6.3.1","4.0.3 and up",NA,NA,NA
"8355","EMI/FD/RD/PV/IRR/BEP/EOQ Calc","FINANCE",4.5,58,2.7,"10,000+","Free",0,"Everyone","Finance","December 9, 2015","1.6.3","3.0 and up",NA,NA,NA
"8356","EMI Calculator | FD Calculator | RD calculator","FINANCE",4.6,106,4.4,"10,000+","Free",0,"Everyone","Finance","March 19, 2018","5.3","4.0.3 and up",NA,NA,NA
"8357","LineStar for FanDuel","SPORTS",4.3,1539,14,"50,000+","Free",0,"Teen","Sports","June 6, 2018","3.0.3","4.0.3 and up",NA,NA,NA
"8358","HD Video Download for Facebook","VIDEO_PLAYERS",4.4,20755,17,"1,000,000+","Free",0,"Everyone","Video Players & Editors","March 16, 2018","4.0.3","4.1 and up",NA,NA,NA
"8359","Santa Fe FCU Mobile Banking","FINANCE",4.3,12,9,"1,000+","Free",0,"Everyone","Finance","January 22, 2018","1.18.4","4.0 and up",NA,NA,NA
"8360","FE Connect","TOOLS",4.8,24,4.5,"5,000+","Free",0,"Everyone","Tools","September 14, 2017","2.3.0","4.0.3 and up",NA,NA,NA
"8361","FE Civil Engineering Exam Prep","FAMILY",2.8,9,21,"1,000+","Free",0,"Everyone","Education","July 27, 2018","5.33.3669","5.0 and up",NA,NA,NA
"8362","FE CREDIT - TET VUI","FINANCE",4.1,125,15,"50,000+","Free",0,"Everyone","Finance","March 6, 2018","1.2.1","4.1 and up",NA,NA,NA
"8363","FE Mechanical Engineering Prep","FAMILY",1,2,21,"1,000+","Free",0,"Everyone","Education","July 27, 2018","5.33.3669","5.0 and up",NA,NA,NA
"8364","FE Mobile","BUSINESS",3,2,8,"10+","Free",0,"Everyone","Business","July 10, 2018","1.4.5","4.1 and up",NA,NA,NA
"8365","Comunidad De Fe Minitries","LIFESTYLE",5,19,11,"500+","Free",0,"Everyone","Lifestyle","March 1, 2018","1.1","4.1 and up",NA,NA,NA
"8366","Garena Free Fire","GAME",4.5,5534114,53,"100,000,000+","Free",0,"Teen","Action","August 3, 2018","1.21.0","4.0.3 and up",136,5,81
"8367","FE Other Disciplines Engineering Exam Prep","FAMILY",4.3,0,21,"100+","Free",0,"Everyone","Education","July 27, 2018","5.33.3669","5.0 and up",NA,NA,NA
"8368","FE EN ACCIÓN RADIO","FAMILY",4.3,1,2.9,"10+","Free",0,"Everyone","Entertainment","July 5, 2018","1.4","5.0 and up",NA,NA,NA
"8369","FE Electric & Comp Engineering","FAMILY",4.3,2,20,"500+","Free",0,"Everyone","Education","July 27, 2018","5.33.3669","5.0 and up",NA,NA,NA
"8370","Caprock Santa Fe Credit Union","FINANCE",4.3,0,2.9,"100+","Free",0,"Everyone","Finance","March 23, 2018","3.0.6","4.1 and up",NA,NA,NA
"8371","FE Chemical Engineering Exam Prep","FAMILY",4.3,2,20,"100+","Free",0,"Everyone","Education","July 27, 2018","5.33.3669","5.0 and up",NA,NA,NA
"8372","Santa Fe Map and Walks","TRAVEL_AND_LOCAL",4.3,2,47,"1,000+","Free",0,"Everyone","Travel & Local","April 20, 2018","32","4.0 and up",NA,NA,NA
"8373","FE IP","TOOLS",4.3,3,12,"1,000+","Free",0,"Everyone","Tools","October 27, 2017","1.51","3.0 and up",NA,NA,NA
"8374","Safe Santa Fe","FAMILY",5,2,12,"1,000+","Free",0,"Everyone","Education","July 4, 2016","1.0","4.0 and up",NA,NA,NA
"8375","Santa Fe New Mexican e-Edition","NEWS_AND_MAGAZINES",4.1,25,17,"1,000+","Free",0,"Everyone","News & Magazines","June 21, 2018","4.7.4.18.0621","4.1 and up",NA,NA,NA
"8376","L!FE Premium Training","HEALTH_AND_FITNESS",4.3,2,10,"100+","Free",0,"Everyone","Health & Fitness","July 9, 2018","4.2.2","4.1 and up",NA,NA,NA
"8377","Theme for Galaxy Note FE Launcher | Live Wallpaper","PERSONALIZATION",4.3,2,26,"100+","Free",0,"Everyone","Personalization","December 22, 2017","1.0","4.0 and up",NA,NA,NA
"8378","Theme for Galaxy Note FE","PERSONALIZATION",4.3,3,9.2,"100+","Free",0,"Everyone","Personalization","July 29, 2017","1.0","2.3.3 and up",NA,NA,NA
"8379","Note FE Theme And Launcher For Samsung Galaxy","PERSONALIZATION",4.4,7,9.8,"1,000+","Free",0,"Everyone","Personalization","August 28, 2017","1.0","4.0 and up",NA,NA,NA
"8380","FE CPS","FINANCE",3,62,17,"10,000+","Free",0,"Everyone","Finance","June 26, 2017","0.1.8","4.0 and up",NA,NA,NA
"8381","Santa Fe Indian Market","FAMILY",3.8,4,30,"500+","Free",0,"Everyone","Entertainment","July 23, 2018","5.11","5.0 and up",NA,NA,NA
"8382","FE Connect Fhoton","TOOLS",4.3,0,1.8,"100+","Free",0,"Everyone","Tools","November 28, 2017","1.1","4.0.3 and up",NA,NA,NA
"8383","Repair Hyundai Santa Fe","AUTO_AND_VEHICLES",3.9,22,97,"1,000+","Free",0,"Everyone","Auto & Vehicles","January 31, 2018","1.0","4.0 and up",NA,NA,NA
"8384","La Fe de Jesús","BOOKS_AND_REFERENCE",4.3,10,2.9,"500+","Free",0,"Everyone","Books & Reference","August 23, 2017","1","4.0.3 and up",NA,NA,NA
"8385","Santa Fe Espresso & News","FOOD_AND_DRINK",4.3,0,15,"10+","Free",0,"Everyone","Food & Drink","October 12, 2017","1.2.2","4.4 and up",NA,NA,NA
"8386","Santa Fe Sentry","HOUSE_AND_HOME",4.3,0,5.3,"100+","Free",0,"Everyone","House & Home","August 7, 2017","1.6.0","4.1 and up",NA,NA,NA
"8387","Santa Fe Thrive","HEALTH_AND_FITNESS",5,2,8.3,"50+","Free",0,"Everyone","Health & Fitness","July 9, 2018","4.2.2","4.1 and up",NA,NA,NA
"8388","FE Connect Drive-Tech","BUSINESS",4.3,0,20,"100+","Free",0,"Everyone","Business","February 12, 2018","1.2.1.0","4.1 and up",NA,NA,NA
"8389","FE Mix - Jokes - Status - Wallpaper","FAMILY",4.3,3,3,"1,000+","Free",0,"Everyone","Entertainment","June 2, 2018","2.1","4.4 and up",NA,NA,NA
"8390","Frases Cristianas de Esperanza y Fe","SOCIAL",4.3,2,5.6,"100+","Free",0,"Everyone","Social","October 18, 2017","1.0","2.3 and up",NA,NA,NA
"8391","Theme for Samsung Galaxy Note FE","PERSONALIZATION",4.5,52,7.9,"10,000+","Free",0,"Everyone","Personalization","July 4, 2017","1.0","2.3.3 and up",NA,NA,NA
"8392","Santa Fe VIP Tours","TRAVEL_AND_LOCAL",4.3,1,22,"100+","Free",0,"Everyone","Travel & Local","August 19, 2017","2.8","4.0 and up",NA,NA,NA
"8393","Santa Fe App","SPORTS",4.3,196,5,"5,000+","Free",0,"Everyone","Sports","August 9, 2017","2.1.0","4.0.3 and up",NA,NA,NA
"8394","Curso Básico y Avanzado la Fe de Jesús Audio-Texto","FAMILY",4.3,0,11,"10+","Free",0,"Everyone 10+","Education","July 12, 2018","1.0","4.0 and up",NA,NA,NA
"8395","Ríos de Fe","LIFESTYLE",5,141,15,"1,000+","Free",0,"Everyone","Lifestyle","March 24, 2018","1.8","4.1 and up",NA,NA,NA
"8396","Theme For Galaxy Note FE","PERSONALIZATION",4.3,0,7.5,"100+","Free",0,"Everyone","Personalization","April 19, 2018","1.1","4.1 and up",NA,NA,NA
"8397","Le Fe de Jesus","BOOKS_AND_REFERENCE",4.3,3,4.1,"500+","Free",0,"Everyone","Books & Reference","December 17, 2015","1.0","2.3.3 and up",NA,NA,NA
"8398","FG Mobile","FAMILY",3.3,130,13,"5,000+","Free",0,"Everyone","Education","December 21, 2017","2.0.0","4.0 and up",NA,NA,NA
"8399","FG Wallet","FINANCE",4.3,9,12,"1,000+","Free",0,"Everyone","Finance","June 6, 2018","2.1","6.0 and up",NA,NA,NA
"8400","Burn Your Fat With Me! FG","HEALTH_AND_FITNESS",4.5,38487,60,"1,000,000+","Free",0,"Teen","Health & Fitness","July 3, 2018","5.1.0","4.1 and up",NA,NA,NA
"8401","FG On-The-Go","TOOLS",4.9,55,25,"1,000+","Free",0,"Everyone","Tools","June 29, 2018","2.01.0.2","4.1 and up",NA,NA,NA
"8402","FG Autumn Photo Puzzle","FAMILY",4.3,0,4.6,"10+","Free",0,"Everyone","Puzzle","August 23, 2017","1.0","4.0 and up",NA,NA,NA
"8403","Radio FG Paris Underground","FAMILY",4.3,3,1.7,"100+","Free",0,"Teen","Entertainment","July 26, 2015","2","2.2 and up",NA,NA,NA
"8404","FG Radio - Radios de France","FAMILY",4.3,0,6.5,"10+","Free",0,"Everyone","Entertainment","June 10, 2018","1.0","4.2 and up",NA,NA,NA
"8405","FG SPINNER","GAME",4.3,2,36,"10+","Free",0,"Everyone","Board","April 6, 2018","0.90","4.0.3 and up",NA,NA,NA
"8406","FG Finder","TOOLS",4.3,154,17,"10,000+","Free",0,"Everyone","Tools","July 16, 2018","2.1.0","4.1 and up",NA,NA,NA
"8407","FG. Chic - House Lounge Musique - Radios de France","FAMILY",4.3,1,6.5,"50+","Free",0,"Everyone","Entertainment","June 9, 2018","1.0","4.2 and up",NA,NA,NA
"8408","BROTHER IN WARS: GUNNER CITY WARLORDS","GAME",4.3,8649,39,"1,000,000+","Free",0,"Teen","Action","July 26, 2018","1.0.3","4.2 and up",NA,NA,NA
"8409","Angry Birds Space HD","GAME",4.5,43645,46,"5,000,000+","Free",0,"Everyone","Arcade","May 25, 2018","2.2.13","4.1 and up",NA,NA,NA
"8410","Survival Prison Escape v2: Free Action Game","FAMILY",4.1,44027,52,"5,000,000+","Free",0,"Mature 17+","Strategy","February 21, 2018","1.0.9","2.3 and up",NA,NA,NA
"8411","FG VOC","BUSINESS",4.8,6,7.7,"1,000+","Free",0,"Everyone","Business","August 7, 2018","2.1.5","4.1 and up",NA,NA,NA
"8412","Police Car Driver","GAME",3.8,83671,30,"10,000,000+","Free",0,"Everyone 10+","Racing","May 4, 2018","9","4.1 and up",NA,NA,NA
"8413","Modern Sniper Strike: Best Commando Action 2k18","GAME",4.1,164,17,"10,000+","Free",0,"Everyone","Action","August 23, 2017","1.0","2.3 and up",NA,NA,NA
"8414","Moto Fighter 3D","GAME",3.9,85410,39,"10,000,000+","Free",0,"Everyone 10+","Racing","September 20, 2017","20170920","4.1 and up",NA,NA,NA
"8415","FG Rockstar","FAMILY",4.3,1,30,"10+","Free",0,"Everyone","Education","August 2, 2018","1.1.5","4.1 and up",NA,NA,NA
"8416","BMX Boy","GAME",4.2,839206,12,"50,000,000+","Free",0,"Everyone","Racing","September 20, 2017","1.16.33","4.1 and up",NA,NA,NA
"8417","Crazy Bike attack Racing New: motorcycle racing","GAME",4.2,20364,45,"5,000,000+","Free",0,"Everyone","Racing","July 12, 2018","1.2.1","4.1 and up",NA,NA,NA
"8418","POLARIS 2MFG","FAMILY",4.8,1228,29,"10,000+","Free",0,"Everyone","Education","March 28, 2018","1.7","4.1 and up",NA,NA,NA
"8419","Gun Disassembly 2","FAMILY",4.1,26347,48,"1,000,000+","Free",0,"Everyone 10+","Entertainment","September 15, 2017","14.0.1","2.2 and up",NA,NA,NA
"8420","Fields of Battle","GAME",4.1,71476,50,"1,000,000+","Free",0,"Everyone 10+","Action","April 21, 2018","2.14","4.0 and up",NA,NA,NA
"8421","Ambulance Simulator 3D","FAMILY",3.9,29415,66,"1,000,000+","Free",0,"Mature 17+","Simulation","December 11, 2016","2.0.1","2.3 and up",NA,NA,NA
"8422","Leghe Fantagazzetta","SPORTS",4.1,79464,27,"1,000,000+","Free",0,"Everyone","Sports","August 6, 2018","5.0.8","4.4 and up",NA,NA,NA
"8423","Police Car Driving Sim","FAMILY",4.1,72522,51,"10,000,000+","Free",0,"Everyone","Simulation","April 10, 2018","1.54","2.3.3 and up",NA,NA,NA
"8424","Toy Attack","GAME",4.2,3878,69,"500,000+","Free",0,"Everyone","Action","April 4, 2018","1.9","4.0.3 and up",NA,NA,NA
"8425","Field Goal Tournament","SPORTS",3.7,2980,21,"100,000+","Free",0,"Everyone","Sports","September 1, 2015","1.2.8","2.3 and up",NA,NA,NA
"8426","Ghost In Photo","PHOTOGRAPHY",3.9,28429,14,"5,000,000+","Free",0,"Teen","Photography","March 16, 2018","2.0","2.3 and up",NA,NA,NA
"8427","Disney Princess Palace Pets","FAMILY",3.9,60097,19,"1,000,000+","Free",0,"Everyone","Entertainment;Pretend Play","February 10, 2018","5.1","4.2 and up",NA,NA,NA
"8428","Police VAZ LADA Simulator","FAMILY",3.6,3502,61,"500,000+","Free",0,"Teen","Simulation","September 11, 2016","1.3","2.3 and up",NA,NA,NA
"8429","Scary Video Maker","FAMILY",3.7,9296,28,"500,000+","Free",0,"Teen","Entertainment","July 24, 2018","1.14","4.1 and up",NA,NA,NA
"8430","SnowMobile Parking Adventure","GAME",3.6,12257,49,"1,000,000+","Free",0,"Everyone","Racing","September 9, 2016","1.4","2.3 and up",NA,NA,NA
"8431","PBS KIDS Games","FAMILY",4.3,12919,94,"1,000,000+","Free",0,"Everyone","Educational;Education","June 6, 2018","1.15.2","4.4 and up",NA,NA,NA
"8432","Zombie Sniper 3D III","GAME",3.9,8122,23,"500,000+","Free",0,"Mature 17+","Action","February 28, 2017","1.8","2.3 and up",NA,NA,NA
"8433","Family Guy- Another Freakin' Mobile Game","FAMILY",4.5,221691,94,"5,000,000+","Free",0,"Teen","Puzzle","August 6, 2018","1.20.22","4.0.3 and up",NA,NA,NA
"8434","FH WiFiCam","PHOTOGRAPHY",2.6,201,2.5,"10,000+","Free",0,"Everyone","Photography","May 2, 2017","2.1","4.1 and up",NA,NA,NA
"8435","HD Themes Volvo FH Trucks","PERSONALIZATION",4.4,40,13,"5,000+","Free",0,"Teen","Personalization","June 21, 2016","1.0","2.3.3 and up",NA,NA,NA
"8436","Familial Hypercholesterolaemia","MEDICAL",4.3,0,34,"10+","Free",0,"Everyone","Medical","July 5, 2018","2.0.1","4.1 and up",NA,NA,NA
"8437","Familial Hypercholesterolaemia Handbook","MEDICAL",1,2,33,"100+","Free",0,"Everyone","Medical","July 2, 2018","2.0.1","4.1 and up",NA,NA,NA
"8438","Themes Volvo FH 16 Trucks","PERSONALIZATION",4.3,38,16,"10,000+","Free",0,"Teen","Personalization","June 17, 2016","1.0","2.3.3 and up",NA,NA,NA
"8439","Top Themes Volvo FH Trucks","PERSONALIZATION",4.3,9,18,"1,000+","Free",0,"Teen","Personalization","June 19, 2018","1.0","4.1 and up",NA,NA,NA
"8440","Top Puzzles Volvo FH Trucks","FAMILY",4.3,4,8.1,"500+","Free",0,"Teen","Puzzle","November 20, 2016","1.0","4.0 and up",NA,NA,NA
"8441","Wallpapers Volvo FH 16 Trucks","PERSONALIZATION",4.2,13,15,"1,000+","Free",0,"Teen","Personalization","June 18, 2016","1.0","2.3.3 and up",NA,NA,NA
"8442","Puzzles Volvo FH 16 Trucks","FAMILY",4.8,10,8.2,"1,000+","Free",0,"Teen","Puzzle","December 2, 2016","1.0","4.0 and up",NA,NA,NA
"8443","Jigsaw Volvo FH 16 Trucks","FAMILY",5,5,8.1,"1,000+","Free",0,"Teen","Puzzle","December 1, 2016","1.0","4.0 and up",NA,NA,NA
"8444","Shoot Hunter-Gun Killer","GAME",4.3,320334,27,"50,000,000+","Free",0,"Teen","Action","August 8, 2018","1.1.2","4.1 and up",NA,NA,NA
"8445","FH® Cost Lookup / FH® CCSalud","MEDICAL",4.5,30,4.1,"1,000+","Free",0,"Everyone","Medical","June 21, 2017","4.1.0","4.0.3 and up",NA,NA,NA
